review_id,order_id,review_score,review_comment
R002587,O003749,5,"Excellent product! Very happy with the purchase."
R002588,O003750,5,"দ্রুত ডেলিভারি মান ভালো।"
R002589,O003752,2,"পণ্যের মান আশানুরূপ নয়।"
R002590,O003753,3,"কোনো বিশেষ মন্তব্য নেই।"
R002591,O003755,4,"Good quality overall."
R002592,O003756,4,"Satisfied with the product."
R002593,O003757,5,"Excellent product, very happy with the purchase."
R002594,O003759,5,"Highly recommend to everyone."
R002595,O003760,2,"Not satisfied with the quality."
R002596,O003762,3,"Product is okay."
R002597,O003763,4,"Decent product for the price."
R002598,O003765,4,"ডেলিভারি সময়মতো হয়েছে।"
R002599,O003766,5,"প্যাকেজিং চমৎকার ছিল।"
R002600,O003768,1,"Very disappointed."
R002601,O003769,2,"ডেলিভারি দেরিতে হয়েছে।"
R002602,O003771,3,"মোটামুটি পণ্য।"
R002603,O003772,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002604,O003773,4,"Good quality overall."
R002605,O003775,5,"Excellent product! Very happy with the purchase."
R002606,O003776,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002607,O003778,2,"পণ্যের মান আশানুরূপ নয়।"
R002608,O003779,3,"Average quality, expected better."
R002609,O003781,4,"Satisfied with the product."
R002610,O003782,5,"দ্রুত ডেলিভারি মান ভালো।"
R002611,O003784,5,"Excellent product, very happy with the purchase."
R002612,O003785,1,"খুবই খারাপ অভিজ্ঞতা।"
R002613,O003786,3,"কোনো বিশেষ মন্তব্য নেই।"
R002614,O003788,3,"Product is okay."
R002615,O003789,4,"Decent product for the price."
R002616,O003791,5,"Highly recommend to everyone."
R002617,O003792,5,"প্যাকেজিং চমৎকার ছিল।"
R002618,O003794,1,"Very disappointed."
R002619,O003795,3,"মোটামুটি পণ্য।"
R002620,O003797,4,"ডেলিভারি সময়মতো হয়েছে।"
R002621,O003798,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002622,O003800,5,"Excellent product! Very happy with the purchase."
R002623,O003801,5,"দ্রুত ডেলিভারি মান ভালো।"
R002624,O003802,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002625,O003804,3,"Average quality, expected better."
R002626,O003805,4,"Good quality overall."
R002627,O003807,4,"Satisfied with the product."
R002628,O003808,5,"Excellent product, very happy with the purchase."
R002629,O003810,5,"Highly recommend to everyone."
R002630,O003811,2,"Not satisfied with the quality."
R002631,O003813,3,"কোনো বিশেষ মন্তব্য নেই।"
R002632,O003814,4,"Decent product for the price."
R002633,O003815,4,"ডেলিভারি সময়মতো হয়েছে।"
R002634,O003817,5,"প্যাকেজিং চমৎকার ছিল।"
R002635,O003818,5,"Excellent product! Very happy with the purchase."
R002636,O003820,2,"ডেলিভারি দেরিতে হয়েছে।"
R002637,O003821,3,"Product is okay."
R002638,O003823,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002639,O003824,4,"Good quality overall."
R002640,O003826,5,"দ্রুত ডেলিভারি মান ভালো।"
R002641,O003827,5,"Excellent product, very happy with the purchase."
R002642,O003828,2,"পণ্যের মান আশানুরূপ নয়।"
R002643,O003830,3,"মোটামুটি পণ্য।"
R002644,O003831,4,"Satisfied with the product."
R002645,O003833,4,"Decent product for the price."
R002646,O003834,5,"Highly recommend to everyone."
R002647,O003836,5,"প্যাকেজিং চমৎকার ছিল।"
R002648,O003837,2,"Not satisfied with the quality."
R002649,O003839,3,"Average quality, expected better."
R002650,O003840,4,"ডেলিভারি সময়মতো হয়েছে।"
R002651,O003842,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002652,O003843,5,"Excellent product! Very happy with the purchase."
R002653,O003844,1,"খুবই খারাপ অভিজ্ঞতা।"
R002654,O003846,2,"ডেলিভারি দেরিতে হয়েছে।"
R002655,O003847,3,"কোনো বিশেষ মন্তব্য নেই।"
R002656,O003849,4,"Good quality overall."
R002657,O003850,4,"Satisfied with the product."
R002658,O003852,5,"দ্রুত ডেলিভারি মান ভালো।"
R002659,O003853,1,"Very disappointed."
R002660,O003855,3,"Product is okay."
R002661,O003856,3,"মোটামুটি পণ্য।"
R002662,O003857,4,"Decent product for the price."
R002663,O003859,5,"Excellent product, very happy with the purchase."
R002664,O003860,5,"Highly recommend to everyone."
R002665,O003862,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002666,O003863,3,"Average quality, expected better."
R002667,O003865,3,"কোনো বিশেষ মন্তব্য নেই।"
R002668,O003866,4,"ডেলিভারি সময়মতো হয়েছে।"
R002669,O003868,5,"প্যাকেজিং চমৎকার ছিল।"
R002670,O003869,5,"Excellent product! Very happy with the purchase."
R002671,O003871,1,"খুবই খারাপ অভিজ্ঞতা।"
R002672,O003872,3,"Product is okay."
R002673,O003873,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002674,O003875,4,"Good quality overall."
R002675,O003876,5,"দ্রুত ডেলিভারি মান ভালো।"
R002676,O003878,5,"Excellent product, very happy with the purchase."
R002677,O003879,1,"Very disappointed."
R002678,O003881,3,"মোটামুটি পণ্য।"
R002679,O003882,4,"Satisfied with the product."
R002680,O003884,4,"Decent product for the price."
R002681,O003885,5,"Highly recommend to everyone."
R002682,O003886,5,"প্যাকেজিং চমৎকার ছিল।"
R002683,O003888,2,"পণ্যের মান আশানুরূপ নয়।"
R002684,O003889,3,"Average quality, expected better."
R002685,O003891,4,"ডেলিভারি সময়মতো হয়েছে।"
R002686,O003892,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002687,O003894,5,"Excellent product! Very happy with the purchase."
R002688,O003895,5,"দ্রুত ডেলিভারি মান ভালো।"
R002689,O003897,2,"Not satisfied with the quality."
R002690,O003898,3,"কোনো বিশেষ মন্তব্য নেই।"
R002691,O003900,4,"Good quality overall."
R002692,O003901,4,"Satisfied with the product."
R002693,O003902,5,"Excellent product, very happy with the purchase."
R002694,O003904,5,"Highly recommend to everyone."
R002695,O003905,2,"ডেলিভারি দেরিতে হয়েছে।"
R002696,O003907,3,"Product is okay."
R002697,O003908,4,"Decent product for the price."
R002698,O003910,4,"ডেলিভারি সময়মতো হয়েছে।"
R002699,O003911,5,"প্যাকেজিং চমৎকার ছিল।"
R002700,O003913,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002701,O003914,2,"পণ্যের মান আশানুরূপ নয়।"
R002702,O003915,3,"মোটামুটি পণ্য।"
R002703,O003917,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002704,O003918,4,"Good quality overall."
R002705,O003920,5,"Excellent product! Very happy with the purchase."
R002706,O003921,1,"খুবই খারাপ অভিজ্ঞতা।"
R002707,O003923,2,"Not satisfied with the quality."
R002708,O003924,3,"Average quality, expected better."
R002709,O003926,4,"Satisfied with the product."
R002710,O003927,5,"দ্রুত ডেলিভারি মান ভালো।"
R002711,O003928,5,"Excellent product, very happy with the purchase."
R002712,O003930,1,"Very disappointed."
R002713,O003931,3,"কোনো বিশেষ মন্তব্য নেই।"
R002714,O003933,3,"Product is okay."
R002715,O003934,4,"Decent product for the price."
R002716,O003936,5,"Highly recommend to everyone."
R002717,O003937,5,"প্যাকেজিং চমৎকার ছিল।"
R002718,O003939,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002719,O003940,3,"মোটামুটি পণ্য।"
R002720,O003942,4,"ডেলিভারি সময়মতো হয়েছে।"
R002721,O003943,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002722,O003944,5,"Excellent product! Very happy with the purchase."
R002723,O003946,5,"দ্রুত ডেলিভারি মান ভালো।"
R002724,O003947,1,"খুবই খারাপ অভিজ্ঞতা।"
R002725,O003949,3,"Average quality, expected better."
R002726,O003950,4,"Good quality overall."
R002727,O003952,4,"Satisfied with the product."
R002728,O003953,5,"Excellent product, very happy with the purchase."
R002729,O003955,5,"Highly recommend to everyone."
R002730,O003956,2,"ডেলিভারি দেরিতে হয়েছে।"
R002731,O003957,3,"কোনো বিশেষ মন্তব্য নেই।"
R002732,O003959,4,"Decent product for the price."
R002733,O003960,4,"ডেলিভারি সময়মতো হয়েছে।"
R002734,O003962,5,"প্যাকেজিং চমৎকার ছিল।"
R002735,O003963,5,"Excellent product! Very happy with the purchase."
R002736,O003965,2,"পণ্যের মান আশানুরূপ নয়।"
R002737,O003966,3,"Product is okay."
R002738,O003968,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002739,O003969,4,"Good quality overall."
R002740,O003971,5,"দ্রুত ডেলিভারি মান ভালো।"
R002741,O003972,5,"Excellent product, very happy with the purchase."
R002742,O003973,2,"Not satisfied with the quality."
R002743,O003975,3,"মোটামুটি পণ্য।"
R002744,O003976,4,"Satisfied with the product."
R002745,O003978,4,"Decent product for the price."
R002746,O003979,5,"Highly recommend to everyone."
R002747,O003981,5,"প্যাকেজিং চমৎকার ছিল।"
R002748,O003982,2,"ডেলিভারি দেরিতে হয়েছে।"
R002749,O003984,3,"Average quality, expected better."
R002750,O003985,4,"ডেলিভারি সময়মতো হয়েছে।"
R002751,O003986,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002752,O003988,5,"Excellent product! Very happy with the purchase."
R002753,O003989,1,"Very disappointed."
R002754,O003991,2,"পণ্যের মান আশানুরূপ নয়।"
R002755,O003992,3,"কোনো বিশেষ মন্তব্য নেই।"
R002756,O003994,4,"Good quality overall."
R002757,O003995,4,"Satisfied with the product."
R002758,O003997,5,"দ্রুত ডেলিভারি মান ভালো।"
R002759,O003998,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002760,O004000,3,"Product is okay."
R002761,O004001,3,"মোটামুটি পণ্য।"
R002762,O004002,4,"Decent product for the price."
R002763,O004004,5,"Excellent product, very happy with the purchase."
R002764,O004005,5,"Highly recommend to everyone."
R002765,O004007,1,"খুবই খারাপ অভিজ্ঞতা।"
R002766,O004008,3,"Average quality, expected better."
R002767,O004010,3,"কোনো বিশেষ মন্তব্য নেই।"
R002768,O004011,4,"ডেলিভারি সময়মতো হয়েছে।"
R002769,O004013,5,"প্যাকেজিং চমৎকার ছিল।"
R002770,O004014,5,"Excellent product! Very happy with the purchase."
R002771,O004015,1,"Very disappointed."
R002772,O004017,3,"Product is okay."
R002773,O004018,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002774,O004020,4,"Good quality overall."
R002775,O004021,5,"দ্রুত ডেলিভারি মান ভালো।"
R002776,O004023,5,"Excellent product, very happy with the purchase."
R002777,O004024,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002778,O004026,3,"মোটামুটি পণ্য।"
R002779,O004027,4,"Satisfied with the product."
R002780,O004028,4,"Decent product for the price."
R002781,O004030,5,"Highly recommend to everyone."
R002782,O004031,5,"প্যাকেজিং চমৎকার ছিল।"
R002783,O004033,2,"Not satisfied with the quality."
R002784,O004034,3,"Average quality, expected better."
R002785,O004036,4,"ডেলিভারি সময়মতো হয়েছে।"
R002786,O004037,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002787,O004039,5,"Excellent product! Very happy with the purchase."
R002788,O004040,5,"দ্রুত ডেলিভারি মান ভালো।"
R002789,O004042,2,"ডেলিভারি দেরিতে হয়েছে।"
R002790,O004043,3,"কোনো বিশেষ মন্তব্য নেই।"
R002791,O004044,4,"Good quality overall."
R002792,O004046,4,"Satisfied with the product."
R002793,O004047,5,"Excellent product, very happy with the purchase."
R002794,O004049,5,"Highly recommend to everyone."
R002795,O004050,2,"পণ্যের মান আশানুরূপ নয়।"
R002796,O004052,3,"Product is okay."
R002797,O004053,4,"Decent product for the price."
R002798,O004055,4,"ডেলিভারি সময়মতো হয়েছে।"
R002799,O004056,5,"প্যাকেজিং চমৎকার ছিল।"
R002800,O004057,1,"খুবই খারাপ অভিজ্ঞতা।"
R002801,O004059,2,"Not satisfied with the quality."
R002802,O004060,3,"মোটামুটি পণ্য।"
R002803,O004062,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002804,O004063,4,"Good quality overall."
R002805,O004065,5,"Excellent product! Very happy with the purchase."
R002806,O004066,1,"Very disappointed."
R002807,O004068,2,"ডেলিভারি দেরিতে হয়েছে।"
R002808,O004069,3,"Average quality, expected better."
R002809,O004071,4,"Satisfied with the product."
R002810,O004072,5,"দ্রুত ডেলিভারি মান ভালো।"
R002811,O004073,5,"Excellent product, very happy with the purchase."
R002812,O004075,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002813,O004076,3,"কোনো বিশেষ মন্তব্য নেই।"
R002814,O004078,3,"Product is okay."
R002815,O004079,4,"Decent product for the price."
R002816,O004081,5,"Highly recommend to everyone."
R002817,O004082,5,"প্যাকেজিং চমৎকার ছিল।"
R002818,O004084,1,"খুবই খারাপ অভিজ্ঞতা।"
R002819,O004085,3,"মোটামুটি পণ্য।"
R002820,O004086,4,"ডেলিভারি সময়মতো হয়েছে।"
R002821,O004088,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002822,O004089,5,"Excellent product! Very happy with the purchase."
R002823,O004091,5,"দ্রুত ডেলিভারি মান ভালো।"
R002824,O004092,1,"Very disappointed."
R002825,O004094,3,"Average quality, expected better."
R002826,O004095,4,"Good quality overall."
R002827,O004097,4,"Satisfied with the product."
R002828,O004098,5,"Excellent product, very happy with the purchase."
R002829,O004100,5,"Highly recommend to everyone."
R002830,O004101,2,"পণ্যের মান আশানুরূপ নয়।"
R002831,O004102,3,"কোনো বিশেষ মন্তব্য নেই।"
R002832,O004104,4,"Decent product for the price."
R002833,O004105,4,"ডেলিভারি সময়মতো হয়েছে।"
R002834,O004107,5,"প্যাকেজিং চমৎকার ছিল।"
R002835,O004108,5,"Excellent product! Very happy with the purchase."
R002836,O004110,2,"Not satisfied with the quality."
R002837,O004111,3,"Product is okay."
R002838,O004113,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002839,O004114,4,"Good quality overall."
R002840,O004115,5,"দ্রুত ডেলিভারি মান ভালো।"
R002841,O004117,5,"Excellent product, very happy with the purchase."
R002842,O004118,2,"ডেলিভারি দেরিতে হয়েছে।"
R002843,O004120,3,"মোটামুটি পণ্য।"
R002844,O004121,4,"Satisfied with the product."
R002845,O004123,4,"Decent product for the price."
R002846,O004124,5,"Highly recommend to everyone."
R002847,O004126,5,"প্যাকেজিং চমৎকার ছিল।"
R002848,O004127,2,"পণ্যের মান আশানুরূপ নয়।"
R002849,O004128,3,"Average quality, expected better."
R002850,O004130,4,"ডেলিভারি সময়মতো হয়েছে।"
R002851,O004131,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002852,O004133,5,"Excellent product! Very happy with the purchase."
R002853,O004134,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002854,O004136,2,"Not satisfied with the quality."
R002855,O004137,3,"কোনো বিশেষ মন্তব্য নেই।"
R002856,O004139,4,"Good quality overall."
R002857,O004140,4,"Satisfied with the product."
R002858,O004142,5,"দ্রুত ডেলিভারি মান ভালো।"
R002859,O004143,1,"খুবই খারাপ অভিজ্ঞতা।"
R002860,O004144,3,"Product is okay."
R002861,O004146,3,"মোটামুটি পণ্য।"
R002862,O004147,4,"Decent product for the price."
R002863,O004149,5,"Excellent product, very happy with the purchase."
R002864,O004150,5,"Highly recommend to everyone."
R002865,O004152,1,"Very disappointed."
R002866,O004153,3,"Average quality, expected better."
R002867,O004155,3,"কোনো বিশেষ মন্তব্য নেই।"
R002868,O004156,4,"ডেলিভারি সময়মতো হয়েছে।"
R002869,O004157,5,"প্যাকেজিং চমৎকার ছিল।"
R002870,O004159,5,"Excellent product! Very happy with the purchase."
R002871,O004160,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002872,O004162,3,"Product is okay."
R002873,O004163,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002874,O004165,4,"Good quality overall."
R002875,O004166,5,"দ্রুত ডেলিভারি মান ভালো।"
R002876,O004168,5,"Excellent product, very happy with the purchase."
R002877,O004169,1,"খুবই খারাপ অভিজ্ঞতা।"
R002878,O004171,3,"মোটামুটি পণ্য।"
R002879,O004172,4,"Satisfied with the product."
R002880,O004173,4,"Decent product for the price."
R002881,O004175,5,"Highly recommend to everyone."
R002882,O004176,5,"প্যাকেজিং চমৎকার ছিল।"
R002883,O004178,2,"ডেলিভারি দেরিতে হয়েছে।"
R002884,O004179,3,"Average quality, expected better."
R002885,O004181,4,"ডেলিভারি সময়মতো হয়েছে।"
R002886,O004182,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002887,O004184,5,"Excellent product! Very happy with the purchase."
R002888,O004185,5,"দ্রুত ডেলিভারি মান ভালো।"
R002889,O004186,2,"পণ্যের মান আশানুরূপ নয়।"
R002890,O004188,3,"কোনো বিশেষ মন্তব্য নেই।"
R002891,O004189,4,"Good quality overall."
R002892,O004191,4,"Satisfied with the product."
R002893,O004192,5,"Excellent product, very happy with the purchase."
R002894,O004194,5,"Highly recommend to everyone."
R002895,O004195,2,"Not satisfied with the quality."
R002896,O004197,3,"Product is okay."
R002897,O004198,4,"Decent product for the price."
R002898,O004200,4,"ডেলিভারি সময়মতো হয়েছে।"
R002899,O004201,5,"প্যাকেজিং চমৎকার ছিল।"
R002900,O004202,1,"Very disappointed."
R002901,O004204,2,"ডেলিভারি দেরিতে হয়েছে।"
R002902,O004205,3,"মোটামুটি পণ্য।"
R002903,O004207,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002904,O004208,4,"Good quality overall."
R002905,O004210,5,"Excellent product! Very happy with the purchase."
R002906,O004211,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002907,O004213,2,"পণ্যের মান আশানুরূপ নয়।"
R002908,O004214,3,"Average quality, expected better."
R002909,O004215,4,"Satisfied with the product."
R002910,O004217,5,"দ্রুত ডেলিভারি মান ভালো।"
R002911,O004218,5,"Excellent product, very happy with the purchase."
R002912,O004220,1,"খুবই খারাপ অভিজ্ঞতা।"
R002913,O004221,3,"কোনো বিশেষ মন্তব্য নেই।"
R002914,O004223,3,"Product is okay."
R002915,O004224,4,"Decent product for the price."
R002916,O004226,5,"Highly recommend to everyone."
R002917,O004227,5,"প্যাকেজিং চমৎকার ছিল।"
R002918,O004228,1,"Very disappointed."
R002919,O004230,3,"মোটামুটি পণ্য।"
R002920,O004231,4,"ডেলিভারি সময়মতো হয়েছে।"
R002921,O004233,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002922,O004234,5,"Excellent product! Very happy with the purchase."
R002923,O004236,5,"দ্রুত ডেলিভারি মান ভালো।"
R002924,O004237,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002925,O004239,3,"Average quality, expected better."
R002926,O004240,4,"Good quality overall."
R002927,O004242,4,"Satisfied with the product."
R002928,O004243,5,"Excellent product, very happy with the purchase."
R002929,O004244,5,"Highly recommend to everyone."
R002930,O004246,2,"Not satisfied with the quality."
R002931,O004247,3,"কোনো বিশেষ মন্তব্য নেই।"
R002932,O004249,4,"Decent product for the price."
R002933,O004250,4,"ডেলিভারি সময়মতো হয়েছে।"
R002934,O004252,5,"প্যাকেজিং চমৎকার ছিল।"
R002935,O004253,5,"Excellent product! Very happy with the purchase."
R002936,O004255,2,"ডেলিভারি দেরিতে হয়েছে।"
R002937,O004256,3,"Product is okay."
R002938,O004257,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002939,O004259,4,"Good quality overall."
R002940,O004260,5,"দ্রুত ডেলিভারি মান ভালো।"
R002941,O004262,5,"Excellent product, very happy with the purchase."
R002942,O004263,2,"পণ্যের মান আশানুরূপ নয়।"
R002943,O004265,3,"মোটামুটি পণ্য।"
R002944,O004266,4,"Satisfied with the product."
R002945,O004268,4,"Decent product for the price."
R002946,O004269,5,"Highly recommend to everyone."
R002947,O004271,5,"প্যাকেজিং চমৎকার ছিল।"
R002948,O004272,2,"Not satisfied with the quality."
R002949,O004273,3,"Average quality, expected better."
R002950,O004275,4,"ডেলিভারি সময়মতো হয়েছে।"
R002951,O004276,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002952,O004278,5,"Excellent product! Very happy with the purchase."
R002953,O004279,1,"খুবই খারাপ অভিজ্ঞতা।"
R002954,O004281,2,"ডেলিভারি দেরিতে হয়েছে।"
R002955,O004282,3,"কোনো বিশেষ মন্তব্য নেই।"
R002956,O004284,4,"Good quality overall."
R002957,O004285,4,"Satisfied with the product."
R002958,O004286,5,"দ্রুত ডেলিভারি মান ভালো।"
R002959,O004288,1,"Very disappointed."
R002960,O004289,3,"Product is okay."
R002961,O004291,3,"মোটামুটি পণ্য।"
R002962,O004292,4,"Decent product for the price."
R002963,O004294,5,"Excellent product, very happy with the purchase."
R002964,O004295,5,"Highly recommend to everyone."
R002965,O004297,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002966,O004298,3,"Average quality, expected better."
R002967,O004300,3,"কোনো বিশেষ মন্তব্য নেই।"
R002968,O004301,4,"ডেলিভারি সময়মতো হয়েছে।"
R002969,O004302,5,"প্যাকেজিং চমৎকার ছিল।"
R002970,O004304,5,"Excellent product! Very happy with the purchase."
R002971,O004305,1,"খুবই খারাপ অভিজ্ঞতা।"
R002972,O004307,3,"Product is okay."
R002973,O004308,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002974,O004310,4,"Good quality overall."
R002975,O004311,5,"দ্রুত ডেলিভারি মান ভালো।"
R002976,O004313,5,"Excellent product, very happy with the purchase."
R002977,O004314,1,"Very disappointed."
R002978,O004315,3,"মোটামুটি পণ্য।"
R002979,O004317,4,"Satisfied with the product."
R002980,O004318,4,"Decent product for the price."
R002981,O004320,5,"Highly recommend to everyone."
R002982,O004321,5,"প্যাকেজিং চমৎকার ছিল।"
R002983,O004323,2,"পণ্যের মান আশানুরূপ নয়।"
R002984,O004324,3,"Average quality, expected better."
R002985,O004326,4,"ডেলিভারি সময়মতো হয়েছে।"
R002986,O004327,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002987,O004328,5,"Excellent product! Very happy with the purchase."
R002988,O004330,5,"দ্রুত ডেলিভারি মান ভালো।"
R002989,O004331,2,"Not satisfied with the quality."
R002990,O004333,3,"কোনো বিশেষ মন্তব্য নেই।"
R002991,O004334,4,"Good quality overall."
R002992,O004336,4,"Satisfied with the product."
R002993,O004337,5,"Excellent product, very happy with the purchase."
R002994,O004339,5,"Highly recommend to everyone."
R002995,O004340,2,"ডেলিভারি দেরিতে হয়েছে।"
R002996,O004342,3,"Product is okay."
R002997,O004343,4,"Decent product for the price."
R002998,O004344,4,"ডেলিভারি সময়মতো হয়েছে।"
R002999,O004346,5,"প্যাকেজিং চমৎকার ছিল।"
R003000,O004347,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R003001,O004349,2,"পণ্যের মান আশানুরূপ নয়।"
R003002,O004350,3,"মোটামুটি পণ্য।"
R003003,O004352,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R003004,O004353,4,"Good quality overall."
R003005,O004355,5,"Excellent product! Very happy with the purchase."
R003006,O004356,1,"খুবই খারাপ অভিজ্ঞতা।"
R003007,O004357,2,"Not satisfied with the quality."
R003008,O004359,3,"Average quality, expected better."
R003009,O004360,4,"Satisfied with the product."
R003010,O004362,5,"দ্রুত ডেলিভারি মান ভালো।"
R003011,O004363,5,"Excellent product, very happy with the purchase."
R003012,O004365,1,"Very disappointed."
R003013,O004366,3,"কোনো বিশেষ মন্তব্য নেই।"
R003014,O004368,3,"Product is okay."
R003015,O004369,4,"Decent product for the price."
R003016,O004371,5,"Highly recommend to everyone."
R003017,O004372,5,"প্যাকেজিং চমৎকার ছিল।"
R003018,O004373,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R003019,O004375,3,"মোটামুটি পণ্য।"
R003020,O004376,4,"ডেলিভারি সময়মতো হয়েছে।"
R003021,O004378,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R003022,O004379,5,"Excellent product! Very happy with the purchase."
R003023,O004381,5,"দ্রুত ডেলিভারি মান ভালো।"
R003024,O004382,1,"খুবই খারাপ অভিজ্ঞতা।"
R003025,O004384,3,"Average quality, expected better."
R003026,O004385,4,"Good quality overall."
R003027,O004386,4,"Satisfied with the product."
R003028,O004388,5,"Excellent product, very happy with the purchase."
R003029,O004389,5,"Highly recommend to everyone."
R003030,O004391,2,"ডেলিভারি দেরিতে হয়েছে।"
R003031,O004392,3,"কোনো বিশেষ মন্তব্য নেই।"
R003032,O004394,4,"Decent product for the price."
R003033,O004395,4,"ডেলিভারি সময়মতো হয়েছে।"
R003034,O004397,5,"প্যাকেজিং চমৎকার ছিল।"
R003035,O004398,5,"Excellent product! Very happy with the purchase."
R003036,O004400,2,"পণ্যের মান আশানুরূপ নয়।"
R003037,O004401,3,"Product is okay."
R003038,O004402,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R003039,O004404,4,"Good quality overall."
R003040,O004405,5,"দ্রুত ডেলিভারি মান ভালো।"
R003041,O004407,5,"Excellent product, very happy with the purchase."
R003042,O004408,2,"Not satisfied with the quality."
R003043,O004410,3,"মোটামুটি পণ্য।"
R003044,O004411,4,"Satisfied with the product."
R003045,O004413,4,"Decent product for the price."
R003046,O004414,5,"Highly recommend to everyone."
R003047,O004415,5,"প্যাকেজিং চমৎকার ছিল।"
R003048,O004417,2,"ডেলিভারি দেরিতে হয়েছে।"
R003049,O004418,3,"Average quality, expected better."
R003050,O004420,4,"ডেলিভারি সময়মতো হয়েছে।"
R003051,O004421,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R003052,O004423,5,"Excellent product! Very happy with the purchase."
R003053,O004424,1,"Very disappointed."
R003054,O004426,2,"পণ্যের মান আশানুরূপ নয়।"
R003055,O004427,3,"কোনো বিশেষ মন্তব্য নেই।"
R003056,O004428,4,"Good quality overall."
R003057,O004430,4,"Satisfied with the product."
R003058,O004431,5,"দ্রুত ডেলিভারি মান ভালো।"
R003059,O004433,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R003060,O004434,3,"Product is okay."
R003061,O004436,3,"মোটামুটি পণ্য।"
R003062,O004437,4,"Decent product for the price."
R003063,O004439,5,"Excellent product, very happy with the purchase."
R003064,O004440,5,"Highly recommend to everyone."
R003065,O004442,1,"খুবই খারাপ অভিজ্ঞতা।"
R003066,O004443,3,"Average quality, expected better."
R003067,O004444,3,"কোনো বিশেষ মন্তব্য নেই।"
R003068,O004446,4,"ডেলিভারি সময়মতো হয়েছে।"
R003069,O004447,5,"প্যাকেজিং চমৎকার ছিল।"
R003070,O004449,5,"Excellent product! Very happy with the purchase."
R003071,O004450,1,"Very disappointed."
R003072,O004452,3,"Product is okay."
R003073,O004453,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R003074,O004455,4,"Good quality overall."
